id,Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released
1120,"Reggaeton Fury ( Remix ) Odyssey $ 0.99 2005 Cutting Records , Inc. 2:56",None,Reggaeton Fury,"Latin Urban , Music , Latino",None,None,None,31-May-05
1121,"Soy una Gargola Cidely Jamz TV Hits , Vol . 2 Latin Urban , Music , Latino $ 0.99 2004 Perfect Image Records , Inc. 2:34 25-May-04",None,None,None,None,None,None,None
1122,"Nos Fuimos Under ( Remix ) Abusando del Genero Latino , Music 3:34",Voltio,None,None,$ 1.29,2006 Universal Music Latino,None,9-May-06
1123,"Satan Said Dance This Is Next - Indie 's Biggest Hits , Vol . 1 Rock , Music , Alternative , Indie Rock Album Only 2007 Vice Records",Clap Your Hands Say Yeah,None,None,None,None,5:30,21-Aug-07
1124,"Staring At the Sun TV on the Radio Hip-Hop/Rap , Music , Soundtrack 3:58",None,Entourage : Music from and Inspired By the Hit HBO Original Series,None,Album Only,2007 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,7-Aug-07
1125,Staring At the Sun Entourage ( Music from and Inspired By the TV Series ) 3:58 6-Aug-07,TV on the Radio,None,"Soundtrack , Music , TV Soundtrack",Album Only,2007 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,None,None
1126,"Redemption Song ( Live ) Matisyahu Soundtrack , Music , Rock $ 0.99 5:02 8-Nov-08",None,Call and Response ( Original Motion Picture Soundtrack ),None,None,2008 fair trade recordings,None,None
1127,"Redemption Song ( Live ) Matisyahu Soundtrack , Music , Rock",None,Call and Response ( Original Motion Picture Soundtrack ),None,$ 0.99,2008 fair trade recordings,5:02,8-Nov-08
1128,The Fun Party The Submarines Chickens In Love 2010 826LA 25-May-10,None,None,"Alternative , Music",$ 0.99,None,2:23,None
1129,"Goner Blurryface Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap $ 1.29 2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 15-May-15",twenty one pilots,None,None,None,None,3:56,None
1130,Truce Vessel 4-Jan-13,twenty one pilots,None,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",$ 1.29,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,2:22,None
1131,"Isle of Flightless Birds twenty one pilots Rock , Music , Pop $ 0.99 29-Dec-09",None,twenty one pilots,None,None,2009 Twenty One Pilots,5:45,None
1132,Goner twenty one pilots $ 1.29 2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 15-May-15,None,Blurryface,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",None,None,3:56,None
1133,"Truce Vessel Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap $ 1.29 2:22 4-Jan-13",twenty one pilots,None,None,None,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,None,None
1134,Truce Vessel $ 1.29,twenty one pilots,None,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",None,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,2:22,4-Jan-13
1135,Goner twenty one pilots 3:56 15-May-15,None,Blurryface,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",$ 1.29,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,None,None
1136,"Truce Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap 2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . 4-Jan-13",twenty one pilots,Vessel,None,$ 1.29,None,2:22,None
1137,"Goner Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap $ 1.29 3:56",twenty one pilots,Blurryface,None,None,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,None,15-May-15
1138,"Goner twenty one pilots Blurryface Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap $ 1.29",None,None,None,None,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,15-May-15
1139,"Truce Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap 4-Jan-13",twenty one pilots,Vessel,None,$ 1.29,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,2:22,None
1140,"Truce Vessel Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots,None,None,$ 1.29,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,2:22,4-Jan-13
1141,"Goner Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap 2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 15-May-15",twenty one pilots,Blurryface,None,$ 1.29,None,3:56,None
1142,Goner twenty one pilots Blurryface,None,None,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",$ 1.29,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,15-May-15
1143,Goner twenty one pilots $ 1.29 15-May-15,None,Blurryface,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",None,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,None
1144,Truce $ 1.29 4-Jan-13,twenty one pilots,Vessel,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",None,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,2:22,None
1145,"Goner twenty one pilots Blurryface Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap $ 1.29 2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 3:56 15-May-15",None,None,None,None,None,None,None
1146,"Goner twenty one pilots Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap $ 1.29 2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company",None,Blurryface,None,None,None,3:56,15-May-15
1147,Truce twenty one pilots,None,Vessel,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",$ 1.29,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,2:22,4-Jan-13
1148,Goner twenty one pilots,None,Blurryface,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",$ 1.29,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,15-May-15
1149,Truce Vessel $ 1.29 2:22,twenty one pilots,None,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",None,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,None,4-Jan-13
1150,"Goner twenty one pilots Blurryface Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap 2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 3:56 15-May-15",None,None,None,$ 1.29,None,None,None
1151,Truce twenty one pilots,None,Vessel,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",$ 1.29,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,2:22,4-Jan-13
1152,"Goner twenty one pilots Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap 2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 3:56",None,Blurryface,None,$ 1.29,None,None,15-May-15
1153,Goner $ 1.29 15-May-15,twenty one pilots,Blurryface,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",None,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,None
1154,"Sweat ( Snoop Dogg vs. David Guetta ) [ Remix ] Snoop Dogg & David Guetta Hip-Hop/Rap , Music $ 1.29 3:15",None,Sweat ( Snoop Dogg vs. David Guetta ) [ Remix ] - Single,None,None,"2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .",None,4-Mar-11
1155,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 24-Nov-14",None,None,None,None,None,3:20,None
1156,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 3:20",None,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,None,None,24-Nov-14
1157,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Dance , Music , Rock , House , Electronic , French Pop $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 24-Nov-14",None,Listen ( Deluxe Version ),None,None,None,3:20,None
1158,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ] 4:42",David Guetta,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP","Dance , Music",$ 1.29,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",None,12-May-15
1159,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 21-Aug-09",None,None,None,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,None
1160,Glasgow David Guetta Nothing But the Beat - The Electronic Album 5:13 26-Aug-11,None,None,"Dance , Music , Electronic , House , Rock",$ 0.99,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",None,None
1161,"The Whisperer ( feat . Sia ) David Guetta Listen Dance , Music , Electronic , House , Rock , French Pop $ 1.29 3:54",None,None,None,None,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",None,24-Nov-14
1162,"Blast Off ( Radio Edit ) Dance , Music , Electronic $ 1.29",David Guetta & Kaz James,Blast Off ( Radio Edit ) - Single,None,None,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:07,30-Jun-14
1163,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Dance , Music , Rock , House , Electronic , French Pop $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 3:20",None,Listen ( Deluxe Version ),None,None,None,None,24-Nov-14
1164,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Listen ( Deluxe Version ) $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 24-Nov-14",None,None,"Dance , Music , Rock , House , Electronic , French Pop",None,None,3:20,None
1165,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 3:20",David Guetta,None,None,None,None,None,24-Nov-14
1166,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ] Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP $ 1.29 12-May-15",David Guetta,None,"Dance , Music",None,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",4:42,None
1167,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ] Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP Dance , Music",David Guetta,None,None,$ 1.29,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",4:42,12-May-15
1168,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) Dance , Music $ 1.29 21-Aug-09",David Guetta,None,None,None,2010 Gum Prod licence exclusive Parlophone Music France,2:51,None
1169,"Play Hard ( feat . Ne-Yo & Akon ) [ Extended ] Dance , Music , Electronic 2013 What A Music Ltd , Licence exclusive Parlophone Music France 22-Mar-13",David Guetta,Play Hard ( feat . Ne-Yo & Akon ) [ Remixes ],None,$ 1.29,None,5:12,None
1170,"The Alphabeat David Guetta Dance , Music , Electronic , Rock , House $ 0.99 4:29 26-Aug-11",None,Nothing But the Beat 2.0,None,None,"2012 What A Music Ltd. , licence exclusive Parlophone Music France",None,None
1171,The Alphabeat David Guetta Nothing But the Beat 2.0,None,None,"Dance , Music , Electronic , Rock , House",$ 0.99,"2012 What A Music Ltd. , licence exclusive Parlophone Music France",4:29,26-Aug-11
1172,The Alphabeat David Guetta Nothing But the Beat 2.0 $ 0.99 26-Aug-11,None,None,"Dance , Music , Electronic , Rock , House",None,"2012 What A Music Ltd. , licence exclusive Parlophone Music France",4:29,None
1173,"Who 's That Chick ? ( feat . Rihanna ) [ Single Version ] House , Music , Dance , Rock , Electronic 2:45",David Guetta & Rihanna,Who 's That Chick ( feat . Rihanna ) - EP,None,$ 0.99,2010 Gum Prod licence exclusive Parlophone Music France,None,3-Dec-10
1174,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Listen ( Deluxe Version ) 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",David Guetta,None,"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,None,3:20,24-Nov-14
1175,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta $ 1.29 3:20,None,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",None,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",None,24-Nov-14
