_id,ltable_id,rtable_id,label,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price
1197,667,100,0,canon pg-40 black ink cartridge twin pack pg40tbk,"canon pg-40 black ink cartridge twin pack pg40tbk compatible with canon fax-jx200 , pixma ip1600 , pixma ip1700 , pixma ip6000d , pixma mp150 , pixma mp160 , pixma mp170 , pixma mp180 , pixma mp450 , pixma mp460 black ink",None,canon pg-50 high capacity black ink cartridge for pixma mp450 printer 0616b002,black,None
1198,601,895,0,lg 37 ' black lcd flat panel hdtv 37lg50,"lg 37 ' black lcd flat panel hdtv 37lg50 1920 x 1080p full hd resolution 15,000:1 dynamic contrast ratio 3x hdmi v. 1.3 with deep color intelligent sensor clear voice technology lg simplink connectivity usb 2.0 60,000 hours lamp life atsc/ntsc/clear qam tuner black finish",None,lg 47lg50 47 ' lcd tv,"lg 47lg50 47 ' widescreen 1080p lcd hdtv 15,000:1 dynamic contrast ratio 5ms response time",None
1199,1002,655,0,canon ef 75-300mm f/4 -5.6 iii telephoto zoom lens 6473a003,canon ef 75-300mm f/4 -5.6 iii telephoto zoom lens 6473a003 13 elements in 9 groups lens construction 58mm filter size black finish,246.0,canon ef-s 55-250mm f/4 -5.6 is telephoto zoom lens 2044b002,55mm to 250mm f/4 to 5.6,232.98
1200,650,695,0,samsung 40 ' series 7 lcd black flat panel hdtv ln40a750,"samsung 40 ' series 7 lcd black flat panel hdtv ln40a750 touch of color design full 1080p high definition resolution 16:9 widescreen aspect ratio 50,000:1 dynamic contrast ratio 4ms response time srs trusurround xt audio built-in digital tuner ( atsc/clear qam ) picture-in-picture 4 hdmi connections ( 3 rear/1 side ) black with red accent finish",None,samsung 4 series ln22a450 22 ' lcd tv,samsung ln22a450 22 ' widescreen 720p lcd hdtv 3000:1 dynamic contrast ratio 8ms response time piano black,397.77
1201,284,621,0,sony memory stick usb adaptor msacus40,sony memory stick usb adaptor msacus40 quickly transfer image and data to a pc transfer speed up to 80mbps compatible with all memory stick media,29.0,sony 16gb memory stick pro duo card ( mark 2 ) msmt16g,16 gb,110.99
1202,949,507,0,canon powershot silver 14.7 megapixel digital camera sd990is,canon powershot silver 14.7 megapixel digital camera sd990is 14.7 megapixel 3.7 x optical zoom optical image stabilizer optical viewfinder large high-quality 2.5 ' purecolor lcd digic 4 image processor face detection self-timer intelligent contrast correction quick mode print/share button silver finish,None,canon dc320 digital camcorder 2691b001,canon dc320 dvd digital camcorder,299.99
1203,683,900,0,sony 52 ' bravia v-series black lcd flat panel hdtv kdl52v4100,"sony 52 ' bravia v-series 1080p lcd flat panel hdtv kdl52v4100 1920 x 1080 full hd resolution digital media extender ( dmex ) advanced contrast enhancer ( ace ) 24p true cinema 25,000:1 dynamic contrast ratio mpeg noise reduction 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",None,sony bravia w series kdl-52w4100 52 ' lcd tv kdl52w4100,52 ' 16:9 1920 x 1080 hdtv,1998.72
1204,965,72,0,sanus 30 ' 58 ' visionmount flat panel tv black tilting wall mount lt25b1,sanus 30 ' 58 ' visionmount flat panel tv black tilting wall mount lt25b1 lateral shift adjustment virtual axis height and level adjustments clickstand clickfit system open wall plate black finish,199.0,sanus flat panel tv wall mount vm400s,"steel , aluminum 80 lb",None
1205,293,717,0,panasonic white integrated telephone system kxts600w,panasonic white integrated telephone system kxts600w speakerphone one-touch dialer 3-line lcd data port wall mountable white finish,None,panasonic sc-pt760 home theater system,panasonic sc-pt760 premium sound dvd home theater system with kelton subwoofer,319.97
1206,687,573,0,sony black 13.6 megapixel cyber-shot digital camera dscw300,sony black 13.6 megapixel cyber-shot digital camera dscw300 13.6 megapixel carl zeiss 3x optical zoom lens 2.7 ' clear photo lcd display in-camera retouching 15 mb internal memory in-camera red-eye correction super steadyshot optical image stabilization double anti-blur solution black finish,None,sony cyber-shot dsc-w120 digital camera pink dscw120/p,16:9 2x digital zoom 2.5 ' active matrix tft color lcd,109.99
1207,664,299,0,panasonic dect 6.0 black expandable digital cordless phone system kxtg9372b,panasonic dect 6.0 black expandable digital cordless phone system kxtg9372b drop and splash resistant 2 handsets up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black finish,None,panasonic kx-tg1032s dual handset digital cordless phone,1 x phone line ( s ) headset jack silver,61.14
1208,690,782,0,lg stainless steel freestanding electric range lre30757ss,lg stainless steel freestanding electric range lre30757ss 5.6 cu . ft. capacity dual convection self-cleaning touch controls ceramic cooktop wideview window warming drawer interior oven light stainless steel finish,None,lg 5.6 cu.ft . freestanding electric range,None,None
1209,1022,115,0,linksys dual-band wireless-n usb network adapter wusb600n,"linksys dual-band wireless-n usb network adapter wusb600n high-speed wireless-n ( draft 802.11 n ) networking mimo technology operates in the 2.4 and 5ghz radio bands connects to wireless-g , b and a networks",69.0,linksys wireless-g wusb54gc compact usb adapter,None,None
1210,664,300,0,panasonic dect 6.0 black expandable digital cordless phone system kxtg9372b,panasonic dect 6.0 black expandable digital cordless phone system kxtg9372b drop and splash resistant 2 handsets up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black finish,None,panasonic kx-tg1033s digital cordless phone with three handsets,1 x phone line ( s ) headset jack silver,None
1211,504,558,0,panasonic viera 46 ' plasma flat panel 1080p hdtv in black th46pz85u,panasonic viera 46 ' plasma flat panel 1080p hdtv in black th46pz85u 1080p display 1920 x 1080 native resolution color purity optimizer surround sound anti-reflective filter viera link hdavi control built-in ntsc/atsc/qam tuners pc input 3 hdmi inputs built-in galleryplayer capable sd card memory slot pedestal stand included black finish,None,panasonic viera th-50pz85u 50 ' plasma tv,"50 ' atsc , ntsc 16:9 1920 x 1080 hdtv",1499.0
1212,393,434,1,klipsch black wireless ipod speaker roomgroove,klipsch black wireless ipod speaker roomgroove wirelessly sends cd-quality music to/from other roomgrooves retractable dock charges ipods with 30-pin connectors horn-loaded technology for precise high tones dual high-output woofers deliver room-filling bass black finish,299.0,klipsch roomgroove wireless ipod speaker system 1006602,black,199.99
1213,861,858,1,sony black vaio z series 13.1 ' notebook computer vgnz570nb,sony black vaio z series 13.1 ' notebook computer vgnz570nb 2.53 ghz intel core 2 duo p9500 processor 13.3 ' xbrite-duraview lcd integrated stereo a2dp bluetooth technology 320gb hard drive 3gb memory built-in motion eye camera and microphone genuine microsoft windows vista business with sp1/xp downgrade black finish,None,sony z570n/b notebook vgnz570n/b,"intel centrino 2 core 2 duo p9500 2.53 ghz 13.1 ' 3gb ddr3 sdram 320gb hdd dvd-writer ( dvd-ram/r/rw ) bluetooth , gigabit ethernet , wi-fi windows vista business black",None
1214,931,1031,1,sony vaio cs series pink notebook computer vgncs180jp,sony vaio cs series pink notebook computer vgncs180jp 2.26 ghz intel core 2 duo processor p8400 14.1 ' ( 1280 x 800 ) xbrite-eco widescreen display 320gb serial ata 5400rpm hard drive built-in 1.3 megapixel motion eye camera and microphone 4gb pc2-6400 ( 2gbx2 ) installed memory integrated stereo a2dp bluetooth 1066mhz front side bus speed 3mb l2 cache blu-ray drive ( read only ) genuine microsoft windows vista home premium 64-bit pink finish,None,sony vaio cs180j/p notebook vgncs180j/p,"sony vaio cs series vgn-cs180j / p 14.1-inch notebook 2.26 ghz intel core 2 duo p8400 processor , 4 gb ram , 320 gb hard drive , blu-ray drive , vista home premium - pink",1199.99
1215,12,197,0,sony 300 disc cd changer cdpcx355,sony 300 disc cd changer cdpcx355 megastorage control cd-r/cd-rw playback 32 step program play control a1 ii custom file memo cd text keyboard input 2 jog dials remote control black finish,None,sony cdp-cx455 cd player/changer cdpcx455,"cd-r , cd-rw , cd-rom mp3 , cd-text playback 400 disc ( s ) 32 programmable track ( s )",219.99
1216,191,724,0,panasonic kx-tga450b black 5.8 ghz cordless handset kxtga450b,panasonic kx-tga450b black 5.8 ghz cordless handset kxtga450b frequency hopping digital spread spectrum technology answering system with compatible base unit call waiting caller id join in/privacy 2-way intercom voice scramble black finish,None,panasonic kx-tg6313s cordless phone,1 x phone line ( s ) silver,None
1217,9,34,0,panasonic 2-line integrated telephone kxtsc14w,panasonic 2-line integrated telephone kxtsc14w call waiting 50-station caller id voice mail message-waiting indicator speakerphone 3-line lcd display white finish,None,panasonic kx-ts108w corded phone,1 x phone line ( s ) white,None
1218,62,307,0,sanus 13 ' 30 ' flat panel tv black wall mount vm1b,sanus 13 ' 30 ' flat panel tv black wall mount vm1b tilt and swivel motion rigid extruded aluminum construction supports up to 50 lbs black finish,69.99,sanus lrf118-b1 full motion wall tv mount,130 lb black,None
1219,914,1007,0,apple 8gb silver 4th generation ipod nano mb598lla,"apple 8gb silver 4th generation ipod nano mb598lla holds up to 2,000 songs in 128-kbps aac format , 7,000 ipod-viewable photos and 8 hours of video 2 ' ( diagonal ) liquid crystal display with blue-white led backlight 320-by-240-pixel resolution give it a shake to shuffle your music turn it sideways to view cover flow mac and windows compatible silver finish",144.0,apple 8gb ipod nano purple ( 4th generation ) mb739ll/a,None,146.75
1220,842,821,0,speck seethru blue hard shell case for 13 ' macbook mb13bluseev2,speck seethru blue hard shell case for 13 ' macbook mb13bluseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support blue finish,None,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,None
1221,779,655,1,canon ef-s 55-250mm f/4 -5.6 is telephoto zoom lens 2044b002,canon ef-s 55-250mm f/4 -5.6 is telephoto zoom lens 2044b002 55-250mm focal length f/4 -5.6 maximum aperture optical image stabilizer technology 4-stop stabilization correction ud-glass lens element gear-driven focus adjustment black finish,None,canon ef-s 55-250mm f/4 -5.6 is telephoto zoom lens 2044b002,55mm to 250mm f/4 to 5.6,232.98
1222,347,441,1,sony hd-handycam 1.5 meters ( 5 feet ) hdmi mini cable vmc15mhd,sony hd-handycam 1.5 meters ( 5 feet ) hdmi mini cable vmc15mhd gold plating plug hdmi-compliant high speed category 2 cable support full hd 1080p digital audio transfer 1.5 meters ( 5 feet ) black finish,None,sony high definition hdmi to mini-hdmi cable vmc15mhd,1 x hdmi 1 x mini-hdmi 4.92 ft,26.95
1223,848,818,0,speck seethru green hard shell case for 15 ' macbook mb15grnseev2,speck seethru green hard shell case for 15 ' macbook mb15grnseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support green finish,None,speck products seethru case for apple 13 ' macbook mb13-red-see-v2,plastic red,None
1224,464,578,0,sony silver minidv handycam camcorder dcrhc52,sony silver minidv handycam camcorder dcrhc52 680k pixels imager carl zeiss vario-tessar lens 40x optical zoom and 2000x digital zoom 2.5 ' touch panel lcd display super steadyshot image stabilization super nightshot plus technology easy handycam button fader effects manual focus multi-language menu silver finish,None,sony handycam dcr-sr85 digital camcorder dcrsr85,16:9 2.7 ' hybrid lcd,375.8
1225,487,1000,0,canon blue 8.0 megapixel powershot digital camera sd1100isb,canon blue 8.0 megapixel powershot digital camera sd1100isb 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology rhythm & blue finish,None,"canon powershot sd990 is 14 megapixel digital camera w / 3.7 x optical zoom , ua len , face detection , 2.5 lcd , & iso 1600 silver 3191b001",None,299.88
1226,476,1022,0,sony silver cyber-shot digital camera dscs750,sony silver cyber-shot digital camera dscs750 7.2 megapixel super had ccd 2.5 ' lcd display 3x optical zoom high sensitivity mode auto focus 22 mb internal memory face detection burst mode convenient photo modes beginner-friendly function guide silver finish,None,sony dpfd80 digital photo frame,photo viewer 8 ' lcd,None
1227,23,1047,0,escort passport radar and laser detector black finish 8500,"escort passport x50 radar and laser detector 8500 x-band , k-band , ka-band operating bands algaas 280 led matrix/text display type 3-level dimming , plus dark mode auto mute city mode sensitivity compact size red display",313.95,escort 9500ci escort gps radar detector,None,1475.99
