id,title,authors,venue,year
982,"datablitz storage manager : main memory database performance for critical applications j baulier , p bohannon , s gogate , c gupta , s haldar , s joshi , a khivesera , h korth , p mcilroy , j miller , p narayan , m nemeth , r rastogi , s seshadri , a silberschatz , s sudarshan , m wilder , c wei 1999",None,sigmod conference,None
983,using metadata for the intelligent browsing of structured media objects sigmod record 1994,"w grosky , f fotouhi , i sethi",None,None
984,emc information sharing : direct access to mvs data from unix and nt w kohler 1999,None,sigmod conference,None
985,trade press news - announcement and preface,None,None,1994.0
986,"clustering methods for large databases : from the past to the future a hinneburg , d keim sigmod conference 1999",None,None,None
987,bringing object-relational technology to mainstream 1999,"v krishnamurthy , s banerjee , a nori",sigmod conference,None
988,unix rdbms : the next generation b rosneblatt sigmod record 1994,None,None,None
989,loading databases using dataflow parallelism 1994,"t barclay , r barnes , j gray , p sundaresan",sigmod record,None
990,data management issues in electronic commerce ( panel ),m жzsu,sigmod conference,1999.0
991,a database perspective on lotus domino/notes c mohan sigmod conference 1999,None,None,None
992,"recent design trade-offs in sql3 n mattos , l demichiel sigmod record 1994",None,None,None
993,"query optimization in the presence of limited access patterns d florescu , a levy , i manolescu , d suciu sigmod conference",None,None,1999.0
994,a consensus glossary of temporal database concepts sigmod record,"c jensen , j clifford , r elmasri , s gadia , p hayes , s jajodia",None,1994.0
995,"ripple joins for online aggregation p haas , j hellerstein sigmod conference 1999",None,None,None
996,"constructing the next 100 database management systems a geppert , k dittrich",None,sigmod record,1994.0
997,join synopses for approximate query answering sigmod conference,"s acharya , p gibbons , v poosala , s ramaswamy",None,1999.0
998,a hypertext query language for images l yang 1994,None,sigmod record,None
999,"on random sampling over joins s chaudhuri , r motwani , v narasayya sigmod conference",None,None,1999.0
1000,editor 's notes,a segev,sigmod record,1994.0
1001,random sampling techniques for space efficient online computation of order statistics of large datasets,"g manku , s rajagopalan , b lindsay",sigmod conference,1999.0
1002,observations on the odmg-93 proposal sigmod record,w kim,None,1994.0
1003,in memory of bob kooi ( 1951-1993 ),None,None,1994.0
1004,query optimization for selections using bitmaps sigmod conference 1999,m wu,None,None
1005,multi-dimensional selectivity estimation using compressed histogram information 1999,"j lee , d kim , c chung",sigmod conference,None
1006,databases for gis sigmod record 1994,"c medeiros , f pires",None,None
1007,"self-tuning histograms : building histograms without looking at data a aboulnaga , s chaudhuri sigmod conference",None,None,1999.0
1008,"comprehension syntax p buneman , l libkin , d suciu , v tannen , l wong",None,sigmod record,1994.0
1009,research issues in active database systems : report from the closing panel at ride-ads '94 j widom 1994,None,sigmod record,None
1010,"optimization of constrained frequent set queries with 2-variable constraints l lakshmanan , r ng , j han , a pang sigmod conference",None,None,1999.0
1011,"the impact of database research on industrial products ( panel summary ) d barbarс , j blakeley , d fishman , d lomet , m stonebraker",None,sigmod record,1994.0
1012,online association rule mining sigmod conference 1999,c hidber,None,None
1013,the tsql2 final language definition announcement sigmod record,None,None,1994.0
1014,querying network directories sigmod conference,"h jagadish , l lakshmanan , t milo , d srivastava , d vista",None,1999.0
1015,performance evaluation of a new distributed deadlock detection algorithm sigmod record 1994,"c yeung , s hung , k lam",None,None
1016,update propagation protocols for replicated databases sigmod conference 1999,"y breitbart , r komondoor , r rastogi , s seshadri , a silberschatz",None,None
1017,"logical logging to extend recovery to new domains d lomet , m tuttle",None,sigmod conference,1999.0
1018,calls for papers / announcements sigmod record,None,None,1994.0
1019,jumping on the nii bandwagon sigmod record 1994,x qian,None,None
1020,"optics : ordering points to identify the clustering structure m ankerst , m breunig , h kriegel , j sander",None,sigmod conference,1999.0
1021,trade press news,None,None,1994.0
1022,"snakes and sandwiches : optimal clustering strategies for a data warehouse h jagadish , l lakshmanan , d srivastava sigmod conference",None,None,1999.0
1023,"selectivity estimation in spatial databases s acharya , v poosala , s ramaswamy",None,sigmod conference,1999.0
1024,medical information systems : characterization and challenges,"j ramirez , l smith , l peterson",sigmod record,1994.0
1025,in-memory data management for consumer transactions the times-ten approach t team,None,sigmod conference,1999.0
1026,"storage and querying of e-commerce data r agrawal , a somani , y xu vldb 2001",None,None,None
1027,"improving business process quality through exception understanding , prediction , and prevention d grigori , f casati , u dayal , m shan 2001",None,vldb,None
1028,microsoft site server ( commerce edition ) sigmod conference,b ojjeh,None,1999.0
1029,e-commerce database issues and experience a rajaraman sigmod conference,None,None,1999.0
1030,"weaving relations for cache performance a ailamaki , d dewitt , m hill , m skounakis 2001",None,vldb,None
1031,versions and workspaces in microsoft repository 1999,"t bergstraesser , p bernstein , s pal , d shutt",sigmod conference,None
1032,"similarity search for adaptive ellipsoid queries using spatial transformation y sakurai , m yoshikawa , r kataoka , s uemura 2001",None,vldb,None
1033,self-similarity in the web 2001,"s dill , r kumar , k mccurley , s rajagopalan , d sivakumar , a tomkins",vldb,None
1034,the need for distributed asynchronous transactions,"l do , p ram , p drew",sigmod conference,1999.0
1035,surfing wavelets on streams : one-pass summaries for approximate aggregate queries,"a gilbert , y kotidis , s muthukrishnan , m strauss",vldb,2001.0
1036,"improving oltp data quality using data warehouse mechanisms m jarke , c quix , g blees , d lehmann , g michalk , s striel sigmod conference",None,None,1999.0
1037,roadrunner : towards automatic data extraction from large web sites,"v crescenzi , g mecca , p merialdo",vldb,2001.0
1038,"nodose version 2.0 b adelberg , m denny",None,sigmod conference,1999.0
1039,"visual web information extraction with lixto r baumgartner , s flesca , g gottlob vldb",None,None,2001.0
1040,phoenix : making applications robust 1999,"r barga , d lomet",sigmod conference,None
1041,"powerbookmarks : a system for personalizable web information organization , sharing , and management w li , q vu , e chang , d agrawal , k hirata , s mukherjea , y wu , c bufi , k chang , y hara , r ito , y kimura , k shimazu , y saito sigmod conference 1999",None,None,None
1042,"netcube : a scalable tool for fast data mining and compression d margaritis , c faloutsos , s thrun vldb",None,None,2001.0
1043,"mining multi-dimensional constrained gradients in data cubes g dong , j han , j lam , j pei , k wang vldb",None,None,2001.0
1044,serf : odmg-based generic re-structuring facility 1999,"e rundensteiner , k claypool , m li , l chen , x zhang , c natarajan , j jin , s lima , s weiner",sigmod conference,None
1045,"tam : a system for dynamic transactional activity management t zhou , l liu , c pu 1999",None,sigmod conference,None
1046,indexing and querying xml data for regular path expressions vldb,"q li , b moon",None,2001.0
1047,potter 's wheel : an interactive data cleaning system 2001,"v raman , j hellerstein",vldb,None
1048,"the aqua approximate query answering system s acharya , p gibbons , v poosala , s ramaswamy sigmod conference 1999",None,None,None
1049,"the ccube constraint object-oriented database system a brodsky , v segal , j chen , p exarkhopoulo",None,sigmod conference,1999.0
1050,query engines for web-accessible xml data 2001,"l fegaras , r elmasri",vldb,None
1051,querying xml views of relational data vldb,"j shanmugasundaram , j kiernan , e shekita , c fan , j funderburk",None,2001.0
1052,"the cornell jaguar system : adding mobility to predator p bonnet , k buza , z chen , v cheng , r chung , t hickey , r kennedy , d mahashin , t mayr , i oprencak , p seshadri , h siu 1999",None,sigmod conference,None
1053,views in a large scale xml repository,"s cluet , p veltri , d vodislav",vldb,2001.0
1054,"the active multisync controller of the cubetree storage organization n roussopoulos , y kotidis , y sismanis",None,sigmod conference,1999.0
1055,supporting incremental join queries on ranked inputs vldb 2001,"a natsev , y chang , j smith , c li , j vitter",None,None
1056,the jungle database search engine 1999,"m bіhlen , l bukauskas , c dyreson",sigmod conference,None
1057,mind your vocabulary : query mapping across heterogeneous information sources,"k chang , h garcia-molina",sigmod conference,1999.0
1058,"developing an indexing scheme for xml document collection using the oracle8i extensibility framework s sundara , y hu , t chorma , n agarwal , j srinivasan",None,vldb,2001.0
