id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
3539,0,database management systems and the internet,s malaika,vldb,1996,panel : user interfaces and database management systems,"tl anderson , g ariav","proceedings of the 1986 acm sigmod international conference & hellip ; ,",1986.0
3540,1,dbsim : a simulation tool for predicting database performance,"m lefler , m stokrp , c wong",sigmod conference,1996,dbsim : a simulation tool for predicting database performance,"m lefler , m stokrp , c wong","proceedings of the 1996 acm sigmod international conference & hellip ; ,",1996.0
3541,0,unisql 's next-generation object-relational database management system,"a d'andrea , p janus",sigmod record,1996,grid data servicesâ ?? relational database management systems,"b collins , a borley , n hardman , a knox , s laws , j",None,2002.0
3542,0,selectivity estimation in spatial databases,"s acharya , v poosala , s ramaswamy",sigmod conference,1999,substring selectivity estimation,"hv jagadish , d srivastava","proc acm sigact sigmod sigart symp princ database syst ,",1999.0
3543,1,tsql2 language specification,"r snodgrass , i ahn , g ariav , d batory , j clifford , c dyreson , r elmasri , f grandi , c jensen , w kфfer , n kline , k kulkarni , t leung , n lorentzos , j roddick , a segev , m soo , s sripada",sigmod record,1994,tsql2 language specification,"a segev , md soo , sm sripada",acm sigmod,None
3544,0,a query language and optimization techniques for unstructured data,"p buneman , s davidson , g hillebrand , d suciu",sigmod conference,1996,tql : a query language for semistructured data based on the ambient logic,"l cardelli , g ghelli","mathematical structures in computer science ,",2004.0
3545,0,semantics for update rule programs and implementations in a relational database management system,"l raschid , j lobo",acm trans . database syst .,1996,design and implementation of the relationlog deductive database system,"m liu , r shan",None,None
3546,1,a new sql-like operator for mining association rules,"r meo , g psaila , s ceri",vldb,1996,a new sql-like operator for mining association rules,r meo,"vldb ,",1996.0
3547,0,sprint : a scalable parallel classifier for data mining,"j shafer , r agrawal , m mehta",vldb,1996,free parallel data mining,b li,None,1998.0
3548,0,"olap , relational , and multidimensional database systems",g colliat,sigmod record,1996,retrieval and delivery of information in multimedia database systems,"f golshani , n dimitrova",None,1994.0
3549,0,query unnesting in object-oriented databases,l fegaras,sigmod conference,1998,object placement in parallel object-oriented database systems,"s ghandeharizadeh , d wilhite , k lin , x zhao",None,None
3550,0,nsf workshop on industrial/academic cooperation in database systems,None,None,1999,report of the workshop on semantic heterogeneity and interoperation in multidatabase systems,"p drew , r king , d mcleod , m rusinkiewicz , a","sigmod record ,",1993.0
3551,0,optimizing object queries using an effective calculus,"l fegaras , d maier",acm trans . database syst .,2000,toward an effective calculus for object query processing,"l fegaras , d maier","proc . acm sigmod conf . on management of data ,",None
3552,0,opt + + : an object-oriented implementation for extensible database query optimization,"n kabra , d dewitt",vldb j.,1999,an extensible program representation for object-oriented software,"ba malloy , jd mcgregor , a krishnaswamy , m","acm sigplan notices ,",1994.0
3553,0,repositories and object oriented databases,p bernstein,sigmod record,1998,ã ? logical semantics for object oriented databasesâ ??,"j meseguer , x quian","proceedings sigmod conference on management of data , may ,",None
3554,0,optimizing queries on files,"m consens , t milo",sigmod conference,1994,optimizing queries over multimedia repositories,i kaist,None,None
3555,1,lots o ' ticks : real-time high performance time series queries on billions of trades and quotes,"a whitney , d shasha",sigmod conference,2001,lots o'ticks : real time high performance time series queries on billions of trades and quotes,"a whitney , d shasha","sigmod conference ,",2001.0
3556,0,management of multidimensional discrete data,p baumann,vldb j.,1994,tertiary storage support for multidimensional data,b reiner,"vldb supercomputing databases workshop , rome , september ,",None
3557,0,editorial,None,None,2002,editorial,ca insko,"journal of personality and social psychology ,",None
3558,0,archiving scientific data,"p buneman , s khanna , k tajima , w tan",sigmod conference,2002,knowledge discovery in scientific data,s rudolph,"data mining and knowledge discovery : theory , tools , and & hellip ; ,",2000.0
3559,1,retrieval of composite multimedia objects,"s chaudhuri , s ghandeharizadeh , c shahabi",vldb,1995,avoiding retrieval of composite multimedia objects,"s chaudhuri , s ghandeharizadeh , s shahabi","proc . of vldb ,",None
3560,0,free parallel data mining,"b li , d shasha",sigmod conference,1998,definitive parallel programming,m slade,None,None
3561,0,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,mining fuzzy association rules in databases .,acms anthology,"sigmod record ,",1998.0
3562,0,qc-trees : an efficient summary structure for semantic olap,"l lakshmanan , j pei , y zhao",sigmod conference,2003,re-tree : an efficient index structure for regular expressions,"c chee-yao , m garofalakis , r rastogi","proceedings of the vldb conference , hong kong ,",None
3563,0,temporal conditions and integrity constraints in active database systems,"a sistla , o wolfson",sigmod conference,1995,temporal inegrity constraints in relational databases,j chomicki,None,None
3564,0,query optimization for selections using bitmaps,m wu,sigmod conference,1999,materialized view selection and maintenance using multi-query optimization,"h mistry , p roy , s sudarshan , k ramamritham","sigmod conference ,",2001.0
3565,0,anatomy of a native xml base management system,"t fiebig , s helmer , c kanne , g moerkotte , j neumann , r schiele , t westmann",vldb j.,2002,study of native xml database systems,cs report,None,None
3566,0,aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems,"l liu , c pu , d buttler , w han , h paques , w tang",sigmod conference,2000,dbis-toolkit : adaptive middleware for large scale data delivery,m altinelâ ? ¦,& hellip ; of the 1999 international conference on management of data,None
3567,0,issues in data stream management,"l golab , m жzsu",sigmod record,2003,temporal data management,"a segev , k kawagoe","proceedings of the international conference on very large & hellip ; ,",None
3568,0,implementation of magic-sets in a relational database system,"i mumick , h pirahesh",sigmod conference,1994,construction of relations in relational databases,el lozinskii,"acm transactions on database systems ,",1980.0
3569,0,retrieval of composite multimedia objects,"s chaudhuri , s ghandeharizadeh , c shahabi",vldb,1995,b.â $ ozden . resource scheduling for composite multimedia objects . tech,"mn garofalakis , ye ioannidis","memorandum bl0112330-980225-03tm , bell laboratories , february",None
3570,0,relational data sharing in peer-based data management systems,"b ooi , y shu , k tan",sigmod record,2003,open object database management systems,ja blakeley,"proceedings of the 1994 acm sigmod international conference & hellip ; ,",1994.0
3571,0,odefs : a file system interface to an object-oriented database,"n gehani , h jagadish , w roome",vldb,1994,features of the orion object-oriented database system,"w kim , n ballou , ht chou , jf garza , d woelk","acm press frontier series ,",1989.0
3572,0,data extraction and transformation for the data warehouse,c squire,sigmod conference,1995,the whips prototype for data warehouse creation and maintenance,"wj labio , y zhuge , jl wiener , h gupta , h garcia -","sigmod conference ,",1997.0
3573,0,a practical and modular implementation of extended transaction models,"r barga , c pu",vldb,1995,a practical approach to realizing extended transaction models,"r barga , c pu","proc . 21st conf . very large data bases ,",None
3574,0,theory of answering queries using views,a halevy,sigmod record,2000,complexity of answering queries using materialized views,s abiteboul,None,None
3575,1,rrxf : redundancy reducing xml storage in relations,"y chen , s davidson , c hara , y zheng",vldb,2003,3xnf : redundancy eliminating xml storage in relations,"y chen , sb davidson , y zheng",submitted for,None
3576,0,coalescing in temporal databases,"m bіhlen , r snodgrass , m soo",vldb,1996,toward completeness of temporal databases,sk gadia,unpublished,None
3577,1,methodology for development and employment of ontology based knowledge management applications,"y sure , s staab , r studer",sigmod record,2002,methodology for development and employment of ontology based knowledge management applications in,s staab,"sigmod record , no ,",None
3578,0,progressive evaluation of nested aggregate queries,"k tan , c goh , b ooi",vldb j.,2000,parallel evaluation of recursive rule queries,"sc ck , p kanellakis",proceedings of the fifth acm sigact-sigmod symposium on,None
