_id,ltable_id,rtable_id,label,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year
3564,1004,56347,0,query optimization for selections using bitmaps,m wu,sigmod conference,1999,materialized view selection and maintenance using multi-query optimization,"h mistry , p roy , s sudarshan , k ramamritham","sigmod conference ,",2001.0
3565,2468,21475,0,anatomy of a native xml base management system,"t fiebig , s helmer , c kanne , g moerkotte , j neumann , r schiele , t westmann",vldb j.,2002,study of native xml database systems,cs report,None,None
3566,800,56151,0,aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems,"l liu , c pu , d buttler , w han , h paques , w tang",sigmod conference,2000,dbis-toolkit : adaptive middleware for large scale data delivery,m altinelâ ? ¦,& hellip ; of the 1999 international conference on management of data,None
3567,1975,41015,0,issues in data stream management,"l golab , m жzsu",sigmod record,2003,temporal data management,"a segev , k kawagoe","proceedings of the international conference on very large & hellip ; ,",None
3568,1749,42659,0,implementation of magic-sets in a relational database system,"i mumick , h pirahesh",sigmod conference,1994,construction of relations in relational databases,el lozinskii,"acm transactions on database systems ,",1980.0
3569,11,26143,0,retrieval of composite multimedia objects,"s chaudhuri , s ghandeharizadeh , c shahabi",vldb,1995,b.â $ ozden . resource scheduling for composite multimedia objects . tech,"mn garofalakis , ye ioannidis","memorandum bl0112330-980225-03tm , bell laboratories , february",None
3570,1944,11839,0,relational data sharing in peer-based data management systems,"b ooi , y shu , k tan",sigmod record,2003,open object database management systems,ja blakeley,"proceedings of the 1994 acm sigmod international conference & hellip ; ,",1994.0
3571,151,56131,0,odefs : a file system interface to an object-oriented database,"n gehani , h jagadish , w roome",vldb,1994,features of the orion object-oriented database system,"w kim , n ballou , ht chou , jf garza , d woelk","acm press frontier series ,",1989.0
3572,1574,11648,0,data extraction and transformation for the data warehouse,c squire,sigmod conference,1995,the whips prototype for data warehouse creation and maintenance,"wj labio , y zhuge , jl wiener , h gupta , h garcia -","sigmod conference ,",1997.0
3573,1973,35095,0,a practical and modular implementation of extended transaction models,"r barga , c pu",vldb,1995,a practical approach to realizing extended transaction models,"r barga , c pu","proc . 21st conf . very large data bases ,",None
3574,336,56193,0,theory of answering queries using views,a halevy,sigmod record,2000,complexity of answering queries using materialized views,s abiteboul,None,None
3575,2073,1517,1,rrxf : redundancy reducing xml storage in relations,"y chen , s davidson , c hara , y zheng",vldb,2003,3xnf : redundancy eliminating xml storage in relations,"y chen , sb davidson , y zheng",submitted for,None
3576,1811,20734,0,coalescing in temporal databases,"m bіhlen , r snodgrass , m soo",vldb,1996,toward completeness of temporal databases,sk gadia,unpublished,None
3577,106,41695,1,methodology for development and employment of ontology based knowledge management applications,"y sure , s staab , r studer",sigmod record,2002,methodology for development and employment of ontology based knowledge management applications in,s staab,"sigmod record , no ,",None
3578,2486,18968,0,progressive evaluation of nested aggregate queries,"k tan , c goh , b ooi",vldb j.,2000,parallel evaluation of recursive rule queries,"sc ck , p kanellakis",proceedings of the fifth acm sigact-sigmod symposium on,None
3579,1752,15195,0,optimization of dynamic query evaluation plans,"r cole , g graefe",sigmod conference,1994,optimization and evaluation of generalized top queries,"p ciaccia , r cornacchia , a ghidini",None,None
3580,925,4443,0,lambda-db : an odmg-based object-oriented dbms,"l fegaras , c srinivasan , a rajendran , d maier",sigmod conference,2000,implementation aspects of an object-oriented dbms,"a dogac , m altinel , c ozkan , i durusoy","sigmod record ,",1995.0
3581,961,29979,0,editor 's notes,a segev,sigmod record,1994,editors ' notes,"pj gray , tw banta","new directions for higher education ,",None
3582,2343,63839,1,schemasql : an extension to sql for multidatabase interoperability,"l lakshmanan , f sadri , s subramanian",acm trans . database syst .,2001,schemasql : an extension to sql for multidatabase interoperability,"lvs lakshmanan , f sadri , sn subramanian","acm transactions on database systems ,",2001.0
3583,1853,55801,0,further improvements on integrity constraint checking for stratifiable deductive databases,"s lee , t ling",vldb,1996,integrity constraints in multiversion databases,"a doucet , s gancarski , g jomier , s monties","lecture notes in computer science ,",1996.0
3584,1977,30450,0,aggregate-query processing in data warehousing environments,"a gupta , v harinarayan , d quass",vldb,1995,incremental clustering for mining in a data warehousing environment,"m ester , hp kriegel , j sander , m wimmer , x xu","vldb ,",1998.0
3585,525,53682,0,real-time index concurrency control,"j haritsa , s seshadri",sigmod record,1996,real-time control of pressure and current profile in jet,"d mazon , w ctte-j","proc . 29th eur . conf . on plasma physics and controlled & hellip ; ,",None
3586,2359,57365,0,safe query languages for constraint databases,p revesz,acm trans . database syst .,1998,semantics of query languages for network databases,k subieta,"acm transactions on database systems ,",1985.0
3587,2345,46195,0,disjunctive datalog,"t eiter , g gottlob , h mannila",acm trans . database syst .,1997,disjunctive defaults,"m gelfond , m truszczynski",None,None
3588,1485,44502,0,sonar : system for optimized numeric associationrules,"t fukuda , y morimoto , s morishita , t tokuyama",sigmod conference,1996,"t. '' mining optimized association rules for numeric attributes , . ''","ty fukada , m sinichi , m tokuyama","proceedings of the acm sigmod international conference on & hellip ; ,",None
3589,842,17297,0,temporal database system implementations,m bіhlen,sigmod record,1995,texor : temporal xml database on an object-relational database system,"k nã ¸ rvag , m limstrand , l myklebust","submitted for publication ,",2002.0
3590,2565,571,0,an introduction to deductive database languages and systems,"k ramamohanarao , j harland",vldb j.,1994,rule and data allocation in distributed deductive database systems,"sj lim , yk ng",None,None
3591,684,39238,0,overview of the stanford real-time information processor ( strip ),"b adelberg , b kao , h garcia-molina",sigmod record,1996,the role of time in information processing,"a bolour , l anderson , l dekeyser , h wong",sigmod,None
3592,783,15339,0,acm multimedia '94 conference workshop on multimedia database management systems,"p berra , k nwosu , b thuraisingham",sigmod record,1995,database management systems on a multi-computer computer,m sinutko,"sigmod record ,",1977.0
3593,2338,7529,0,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,index configuration in object-oriented databases,e bertino,"the vldb journal the international journal on very large & hellip ; ,",1994.0
3594,1727,46732,0,adaptive selectivity estimation using query feedback,"c chen , n roussopoulos",sigmod conference,1994,practical selectivity estimation through adaptive sampling,rj lipton,None,None
3595,2492,27161,0,guest editorial,None,None,2001,editorial,"am jell , dn clough","bt technology journal ,",2000.0
3596,1323,4351,1,geominer : a system prototype for spatial data mining,"j han , k koperski , n stefanovic",sigmod conference,1997,geominer : a system prototype for spatial mining,"k koperski , j han","proceedings acm-sigmod , arizona ,",None
3597,709,25614,0,outlier detection for high dimensional data,"c aggarwal , p yu",sigmod conference,2001,subspace clustering for high dimensional data : a review,"l parsons , e haque , h liu",None,None
3598,2383,32009,0,deadlock detection in distributed database systems : a new algorithm and a comparative performance analysis,"n krivokapic , a kemper , e gudes",vldb j.,1999,the analysis of the effects of concurrency control on distributed database system performance,dz badal,"vldb ,",None
3599,90,49887,0,an effective deductive object-oriented database through language integration,"m barja , n paton , a fernandes , m williams , a dinn",vldb,1994,llo : an object-oriented deductive language with methods and method inheritance,y lou,None,None
3600,734,60245,0,a framework for information visualisation,"j kennedy , k mitchell , p barclay",sigmod record,1996,bead : explorations in information visualisation,"m chalmers , p chitson","proc . acm sigirâ ?? 92 ,",None
3601,994,61486,1,a consensus glossary of temporal database concepts,"c jensen , j clifford , r elmasri , s gadia , p hayes , s jajodia",sigmod record,1994,the consensus glossary of temporal database concepts . temporal databases : research and practice,"c jensen , ce dyreson",None,1998.0
3602,2300,1845,0,a taxonomy for secure object-oriented databases,"m olivier , s solms",acm trans . database syst .,1994,querying object-oriented databases,m kifer,None,None
3603,2564,34408,0,index configuration in object-oriented databases,e bertino,vldb j.,1994,object placement in parallel object-oriented database systems,"s ghandeharizadeh , d wilhite , k lin , x zhao",None,None
3604,94,29337,0,report on the semantic web workshop at www 2002,None,None,2002,"report on the 3rd web dynamics workshop , at wwwâ ?? 2004","m levene , a poulovassilis","sigmod record ,",2004.0
3605,2172,58120,0,champagne : data change propagation for heterogeneous information systems,"r rantzau , c constantinescu , u heinkel , h meinecke",vldb,2002,object exchange across heterogeneous information sources,"mj carey , lm haas , pm schwarz , m arya , wf cody , r","technical report , stanford university ,",None
